CODIGOENTIDAD,RUC_ENTIDAD,ENTIDAD,ENTIDAD_DEPARTAMENTO,ENTIDAD_PROVINCIA,ENTIDAD_DISTRITO,FECHACONVOCATORIA,OBJETOCONTRACTUAL,PROCESO,CODIGOCONVOCATORIA,DESCRIPCION_PROCESO,NUMERO_ITEM,ITEMCONVOCA_DESCRIPCION,ITEMCONVOCA_UNIDADMEDIDA,SECTOR,TIPOENTIDADOEE,TIPOPROCESO,ITEM_DEPARTAMENTO,ITEM_PROVINCIA,ITEM_DISTRITO,ESTADOITEMCONVOCA,ULTIMO,MONEDA,CAUSAL_EXOR_CONT_DIRECTA,MONTOREFERENCIAL,MONTOREFERENCIALSOLES,MONTOADJUDICADO,MONTOADJUDICADOSOLES,TIPOPROVEEDOR,RUCPROVEEDOR,PROVEEDOR,RUCDETALLEPROVEEDOR,DETALLEPROVEEDOR,URLFICHAPROCESO,RUBROS
819,20170327391,MUNICIPALIDAD DISTRITAL DE VILCABAMBA - LA CONVENCION,CUSCO,LA CONVENCION,VILCABAMBA,30/04/20,Bien,DIRECTA-PROC-1-2020-OEC-MDV/LC-1,610747,CONTRATACION DE PRODUCTOS DE PRIMERA NECESIDAD PARA LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19 PARA EL DISTRITO DE VILCABAMBA A? PROVINCIA DE LA CONVENCION A? CUSCO,1,ARROZ,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,CUSCO,LA CONVENCION,VILCABAMBA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,39729.0,39729.0,39729.0,39729.0,Persona Juridica,20601592020,CORPORACION MAVALU E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610747,CANASTA DE VIVERES
819,20170327391,MUNICIPALIDAD DISTRITAL DE VILCABAMBA - LA CONVENCION,CUSCO,LA CONVENCION,VILCABAMBA,30/04/20,Bien,DIRECTA-PROC-1-2020-OEC-MDV/LC-1,610747,CONTRATACION DE PRODUCTOS DE PRIMERA NECESIDAD PARA LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19 PARA EL DISTRITO DE VILCABAMBA A? PROVINCIA DE LA CONVENCION A? CUSCO,2,AZUCAR,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,CUSCO,LA CONVENCION,VILCABAMBA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,39729.0,39729.0,39729.0,39729.0,Persona Juridica,20601592020,CORPORACION MAVALU E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610747,CANASTA DE VIVERES
819,20170327391,MUNICIPALIDAD DISTRITAL DE VILCABAMBA - LA CONVENCION,CUSCO,LA CONVENCION,VILCABAMBA,30/04/20,Bien,DIRECTA-PROC-1-2020-OEC-MDV/LC-1,610747,CONTRATACION DE PRODUCTOS DE PRIMERA NECESIDAD PARA LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19 PARA EL DISTRITO DE VILCABAMBA A? PROVINCIA DE LA CONVENCION A? CUSCO,3,LENTEJA,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,CUSCO,LA CONVENCION,VILCABAMBA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,36425.22,36425.22,18212.61,18212.61,Persona Natural,10451672202,HUAMAN QUISPE JULIO CESAR,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610747,CANASTA DE VIVERES
819,20170327391,MUNICIPALIDAD DISTRITAL DE VILCABAMBA - LA CONVENCION,CUSCO,LA CONVENCION,VILCABAMBA,30/04/20,Bien,DIRECTA-PROC-1-2020-OEC-MDV/LC-1,610747,CONTRATACION DE PRODUCTOS DE PRIMERA NECESIDAD PARA LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19 PARA EL DISTRITO DE VILCABAMBA A? PROVINCIA DE LA CONVENCION A? CUSCO,3,LENTEJA,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,CUSCO,LA CONVENCION,VILCABAMBA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,36425.22,36425.22,18212.61,18212.61,Persona Juridica,20490725891,OLARZA SOCIEDAD ANONIMA CERRADA - OLARZA S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610747,CANASTA DE VIVERES
1334,20131366613,MUNICIPALIDAD DISTRITAL DE RIMAC,LIMA,LIMA,RIMAC,4/5/20,Bien,DIRECTA-PROC-1-2020-MDR-1,610748,ADQUISICIAN DE  CANASTAS DE ALIMENTOS EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL BROTE DEL COVID 19,1,ADQUISICIA?N DE  CANASTAS DE ALIMENTOS EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL BROTE DEL COVID-19,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LIMA,LIMA,RIMAC,Contratado,ULTIMO,Soles,SituaciA3n emergencia,499973.6,499973.6,499973.6,499973.6,Persona Juridica,20514713694,GRUPO SANTA ANA SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610748,CANASTA DE VIVERES
1301,20162368703,MUNICIPALIDAD DISTRITAL DE MOTUPE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,30/04/20,Bien,DIRECTA-PROC-1-2020-MDM-1,610751,"ADQUISICIAN DE PRODUCTOS PARA LA CANASTA BASICA FAMILIAR, A FAVOR DE LA POBLACIAN EN SITUACIAN DE VULNERABILIDAD, EN EL MARCO DE LA EMERGENCIA SANITARIA DECLARADA POR EL COVID-19, EN EL DISTRITO DE MOTUPE",1,ARROZ Y AZUCAR,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,Contratado,ULTIMO,Soles,SituaciA3n emergencia,98636.1,98636.1,98636.1,98636.1,Persona Juridica,20511587175,COMPAAIA AGROINDUSTRIAL SANTA ANA S.A.C. COMAGROSA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610751,CANASTA DE VIVERES
1301,20162368703,MUNICIPALIDAD DISTRITAL DE MOTUPE,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,30/04/20,Bien,DIRECTA-PROC-1-2020-MDM-1,610751,"ADQUISICIAN DE PRODUCTOS PARA LA CANASTA BASICA FAMILIAR, A FAVOR DE LA POBLACIAN EN SITUACIAN DE VULNERABILIDAD, EN EL MARCO DE LA EMERGENCIA SANITARIA DECLARADA POR EL COVID-19, EN EL DISTRITO DE MOTUPE",2,"ACEITE, FIDEOS Y ATUN",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,Contratado,ULTIMO,Soles,SituaciA3n emergencia,51311.29,51311.29,51311.29,51311.29,Persona Juridica,20561201651,DISTRIBUIDORA DE PRODUCTOS DE CONSUMO MASIVO SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610751,CANASTA DE VIVERES
130,20193174800,MUNICIPALIDAD DISTRITAL DE COCHAMAL,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,4/5/20,Bien,DIRECTA-PROC-1-2020-MDC-1,610755,"ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA SANITARIA POR EL COVID-19, EN EL DISTRITO DE COCHAMAL",1,"ADQUISICIA?N DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BA?SICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA SANITARIA POR EL COVID-19, EN EL DISTRITO DE COCHAMAL",Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,50000.0,50000.0,50000.0,50000.0,Persona Juridica,20604540781,INVERSIONES AMAZON MAC E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610755,CANASTA DE VIVERES
1263,20202951393,MUNICIPALIDAD PROVINCIAL DE JULCAN,LA LIBERTAD,JULCAN,JULCAN,30/04/20,Bien,DIRECTA-PROC-1-2020-MPJ-1,610760,"ADQUISICION DE ARROZ, AZUCAR, ACEITE, FILETE, FIDEOS, LECHE, LENTEJA, SAL Y AVENA BIENES DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR - JULCAN - LA LIBERTAD",1,ADQUISICIA?N DE ARROZ PARA LA CANASTA BASICA FAMILIAR - JULCAN - LA LIBERTAD,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LA LIBERTAD,JULCAN,JULCAN,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,79300.0,79300.0,59500.0,59500.0,Persona Juridica,20600476743,NEGOCIACIONES LA MILLONARIA S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610760,CANASTA DE VIVERES
1263,20202951393,MUNICIPALIDAD PROVINCIAL DE JULCAN,LA LIBERTAD,JULCAN,JULCAN,30/04/20,Bien,DIRECTA-PROC-1-2020-MPJ-1,610760,"ADQUISICION DE ARROZ, AZUCAR, ACEITE, FILETE, FIDEOS, LECHE, LENTEJA, SAL Y AVENA BIENES DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR - JULCAN - LA LIBERTAD",2,ADQUISICIA?N DE VIVERES PARA LA CANASTA   BASICA FAMILIAR JULCAN - LA LIBERTAD,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LA LIBERTAD,JULCAN,JULCAN,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,120699.75,120699.75,120699.75,120699.75,Persona Juridica,20559966445,EDIFICACION E INVERSIONES SANTA ROSA E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610760,CANASTA DE VIVERES
1329,20174614271,MUNICIPALIDAD DISTRITAL DE PACHACAMAC,LIMA,LIMA,PACHACAMAC,5/5/20,Bien,DIRECTA-PROC-2-2020-OEC/MDP-1,610771,"ADQUISICION DE PRODUCTOS ALIMENTICIOS DE LA CANASTA BASICA FAMILIAR PARA SER DISTRIBUIDAS EN LA ZONAS MAS VULNERABLES DEL DISTRITO DE PACHACAMAC, EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19",1,"ADQUISICIA?N DE PRODUCTOS ALIMENTICIOS DE LA CANASTA BA?SICA FAMILIAR PARA SER DISTRIBUIDAS EN LA ZONAS MA?S VULNERABLES DEL DISTRITO DE PACHACAMAC, EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LIMA,LIMA,PACHACAMAC,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,500000.0,500000.0,500000.0,500000.0,Persona Juridica,20551749542,HAPPY MARKET S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610771,MATERIAL Y EQUIPO MEDICO
398,20121103754,MUNICIPALIDAD DISTRITAL DE LA VILLA DE CAYMA,AREQUIPA,AREQUIPA,CAYMA,4/5/20,Bien,DIRECTA-PROC-3-2020-MDC-OEC-1,610773,"CONTRATACION DE ALIMENTOS DE PRIMERA NECESIDAD - ARROZ, AZUCAR, LENTEJON, ALVERJA VERDE",1,CONTRATACION DE ALIMENTOS DE PRIMERA NECESIDAD,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,AREQUIPA,AREQUIPA,CAYMA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,80500.0,80500.0,80500.0,80500.0,Persona Juridica,20497803463,MAS VENTAS E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610773,CANASTA DE VIVERES
956,20165847114,MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE CAYRAN,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,1/5/20,Bien,DIRECTA-PROC-1-2020-MDSFC/OEC-1,610776,ADQUISICIAN DE PRODUCTOS PARA LA CANASTA BASICA FAMILIAR DENTRO DEL MARCO DE EMERGENCIA DEL COVID-19,1,"ADQUISICIA?N DE PRODUCTOS DE PRIMERA NECESIDAD PARA LA CANASTA BA?SICA FAMILIAR EN EL MARCO DE LA EMERGENCIA POR EL COVID-19, PARA LA POBLACIA?N VULNERABLE",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,Contratado,ULTIMO,Soles,SituaciA3n emergencia,100000.0,100000.0,100000.0,100000.0,Persona Juridica,20602605184,COORPORACION  BRAVO PONCE EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610776,CANASTA DE VIVERES
1289,20162368452,MUNICIPALIDAD PROVINCIAL DE FERREAAFE,LAMBAYEQUE,FERREAAFE,FERREAAFE,1/5/20,Bien,DIRECTA-PROC-3-2020-MPF/OEC-1,610777,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD QUE FORMARAN PARTE DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA DECLARATORIA DE EMERGENCIA NACIONAL COVID-19,1,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD QUE FORMARAN PARTE DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA DECLARATORIA DE EMERGENCIA NACIONAL COVID-19,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LAMBAYEQUE,FERREAAFE,FERREAAFE,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,120304.8,120304.8,120304.8,120304.8,Persona Juridica,20602427413,COMERCIALIZADORA CUMAPA E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610777,CANASTA DE VIVERES
1289,20162368452,MUNICIPALIDAD PROVINCIAL DE FERREAAFE,LAMBAYEQUE,FERREAAFE,FERREAAFE,1/5/20,Bien,DIRECTA-PROC-3-2020-MPF/OEC-1,610777,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD QUE FORMARAN PARTE DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA DECLARATORIA DE EMERGENCIA NACIONAL COVID-19,2,LECHE EVAPORADA ENTERA,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LAMBAYEQUE,FERREAAFE,FERREAAFE,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,47653.2,47653.2,47653.2,47653.2,Persona Juridica,20605714278,HUMAGU E.I.R.L,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610777,CANASTA DE VIVERES
851,20164370349,MUNICIPALIDAD DISTRITAL DE CHINCHERO,CUSCO,URUBAMBA,CHINCHERO,4/5/20,Bien,DIRECTA-PROC-1-2020-MDCH-1,610778,ADQUISICIAN Y DISTRIBUCIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA  FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19 DE ACUERDO AL D.U. NAdeg 033-2020 PARA LA MUNICIPALIDAD DISTRITAL DE CHINCHERO - URUBAMBA - CUSCO,1,ARROZ X 48 Kls.,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,CUSCO,URUBAMBA,CHINCHERO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,69111.0,69111.0,69111.0,69111.0,Persona Natural,10253064426,CJUIRO QUISPE MARIA BELEN,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610778,CANASTA DE VIVERES
1101,20191894490,MUNICIPALIDAD DISTRITAL DE CHAMBARA,JUNIN,CONCEPCION,CHAMBARA,7/5/20,Bien,DIRECTA-PROC-1-2020-MDCH-1,610791,"ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID -19, DECRETO DE URGENCIA NAdeg033-2020 EN EL DISTRITO DE CHAMBARA, CONCEPCION, JUNIN",1,"ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID -19, DECRETO DE URGENCIA NA?033-2020 EN EL DISTRITO DE CHAMBARA",Gramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,JUNIN,CONCEPCION,CHAMBARA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,49999.9,49999.9,49999.9,49999.9,Persona Juridica,20489620171,CONSORCIO DOMIX PERU SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610791,CANASTA DE VIVERES
607,20221115156,MUNICIPALIDAD DISTRITAL DE SAN SALVADOR DE QUIJE,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,1/5/20,Bien,DIRECTA-PROC-1-2020-MDSSQ-1,610792,ADQUISICIAN DE LOS BIENES DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19,1,ADQUISICIA?N DE LOS BIENES DE PRIMERA NECESIDAD DE LA CANASTA BA?SICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,Contratado,ULTIMO,Soles,SituaciA3n emergencia,46332.0,46332.0,46332.0,46332.0,Persona Juridica,20603453965,DISTRIBUCIONES DISAM CORP E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610792,CANASTA DE VIVERES
771,20224090189,MUNICIPALIDAD DISTRITAL DE CACHIMAYO,CUSCO,ANTA,CACHIMAYO,7/5/20,Bien,DIRECTA-PROC-1-2020-MDC-1,610793,adquisicion de preimera necesidad  de las canastas  basicas familiares,1,canastas,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,CUSCO,ANTA,CACHIMAYO,Contratado,ULTIMO,Soles,SituaciA3n emergencia,50000.0,50000.0,50000.0,50000.0,Persona Juridica,20602666850,CORPORACION INCAWALK S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610793,CANASTA DE VIVERES
442,20227330016,MUNICIPALIDAD DISTRITAL DE HUANUHUANU,AREQUIPA,CARAVELI,HUANUHUANU,8/5/20,Bien,DIRECTA-PROC-1-2020-MDH-1,610794,"ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD , CANASTA BASICA FAMILIAR  EN EL MARCO DE LA EMERGENCIA COVID-19",1,"ADQUISICIA?N DE PRODUCTOS DE PRIMERA NECESIDAD , CANASTA BA?SICA FAMILIAR  , EN EL MARCO DE LA EMERGENCIA COVID-19.",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,AREQUIPA,CARAVELI,HUANUHUANU,Contratado,ULTIMO,Soles,SituaciA3n emergencia,50000.0,50000.0,50000.0,50000.0,Persona Juridica,20480762976,INVERSIONES ANSA INGENIERIA Y CONSTRUCCION S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610794,CANASTA DE VIVERES
358,20163027161,MUNICIPALIDAD DISTRITAL DE IHUAYLLO,APURIMAC,AYMARAES,HUAYLLO,4/5/20,Bien,DIRECTA-PROC-1-2020-MDI-1,610795,"ADQUISICIAN Y DISTRIBUCIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19, PARA LA POBLACION EN  SITUACION DE VULNERABILIDAD DEL  DISTRITO  DE IHUAYLLO PROVINCIA AYMARAES REGION APURIMAC",1,"ADQUISICIA?N Y DISTRIBUCIA?N DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BA?SICA FAMILIAR EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19, PARA LA POBLACION EN  SITUACION DE VULNERABILIDAD DEL  DISTRITO  DE IHUAYLLO PROVINCIA AYMARAES REGION A",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,APURIMAC,AYMARAES,HUAYLLO,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,47456.0,47456.0,46456.0,46456.0,Persona Juridica,20564081001,REPRESENTACIONES CCASANI EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - REPRESENTACIONES CCASANI,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610795,CANASTA DE VIVERES
1257,20207890261,MUNICIPALIDAD DISTRITAL DE PAIJAN,LA LIBERTAD,ASCOPE,PAIJAN,1/5/20,Bien,DIRECTA-PROC-1-2020-MDP-1,610796,ADQUISICION DE PRODUCTOS NECESARIOS QUE CONFORMARAN LA CANASTA BASICA FAMILIAR PARA LOS HOGARES MAS VULNERABLES EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL VIRUS COVID - 19 CORONAVIRUS - DISTRITO DE PAIJAN - PROVINCIA DE ASCOPE - LA LIBERTAD,1,ARROZ SUPERIOR,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LA LIBERTAD,ASCOPE,PAIJAN,Contratado,ULTIMO,Soles,SituaciA3n emergencia,61710.0,61710.0,61710.0,61710.0,Persona Juridica,20482467378,MOLINO ESPINO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610796,CANASTA DE VIVERES
1257,20207890261,MUNICIPALIDAD DISTRITAL DE PAIJAN,LA LIBERTAD,ASCOPE,PAIJAN,1/5/20,Bien,DIRECTA-PROC-1-2020-MDP-1,610796,ADQUISICION DE PRODUCTOS NECESARIOS QUE CONFORMARAN LA CANASTA BASICA FAMILIAR PARA LOS HOGARES MAS VULNERABLES EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL VIRUS COVID - 19 CORONAVIRUS - DISTRITO DE PAIJAN - PROVINCIA DE ASCOPE - LA LIBERTAD,2,ATUN FILETE EN ACEITE VEGETAL,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LA LIBERTAD,ASCOPE,PAIJAN,Contratado,ULTIMO,Soles,SituaciA3n emergencia,39687.36,39687.36,39687.36,39687.36,Persona Juridica,20559879801,DISTRIBUCIONES Y TRANSPORTES LUZ CLARITA  S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610796,CANASTA DE VIVERES
952,20166915181,MUNICIPALIDAD DISTRITAL DE CHINCHAO,HUANUCO,HUANUCO,CHINCHAO,2/5/20,Bien,DIRECTA-PROC-1-2020-MDCH/OEC-1,610797,"AdquisiciA3n de productos de primera necesidad de la canasta bA!sica de primera necesidad en el marco de la emergencia nacional por el COVID 19, para los beneficiarios del Distrito de Chinchao",11,"AdquisiciA?n de productos de primera necesidad de la canasta bA?sica de primera necesidad en el marco de la emergencia nacional por el COVID 19, para los beneficiarios del Distrito de Chinchao",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,HUANUCO,HUANUCO,CHINCHAO,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,200000.0,200000.0,200000.0,200000.0,Persona Juridica,20600787471,MEGA INVERSIONES LUCHANO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610797,CANASTA DE VIVERES
1407,20308738664,MUNICIPALIDAD DISTRITAL DE CASTA,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,2/5/20,Bien,DIRECTA-PROC-1-2020-MDSPC-OEC-1,610798,ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA SANITARIA A NIVEL NACIONAL POR EL COVID-19.,1,ADQUISICIA?N DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BA?SICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA SANITARIA A NIVEL NACIONAL POR EL COVID-19.,Kilogramo,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,50000.0,50000.0,50000.0,50000.0,Persona Juridica,20516747821,INKA REAL PERU S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=610798,CANASTA DE VIVERES
