AnioEje,Region,TipoGobiernoAbv,TipoGobierno,SectorCod,Sector,PliegoCod,Pliego,SecuenciaEjecutoraCod,EjecutoraCod,Ejecutora,AlmacenCod,SecuenciaAlmacenCod,Almacen,TipoTransaccionCod,TipoTransaccion,MovimientoID,OrdenCompraID,ProveedorCodigo,Proveedor,ObservacionDonacion,MovimientoFecha,MovimientoMesCod,MovimientoMes,TipoUsoCodigo,GuiaRemisionCodigo,FacturaNumero,EstadoKardex,FechaRegistro,ConformidadIngresoDocumento,ConformidadIngresoFecha,IngresoGlosa,BienTipoCod,BienGrupoCod,BienGrupo,BienClaseCod,BienClase,BienFamiliaCod,BienFamilia,BienItemCod,BienItem,BienUnidaMedidaCod,BienUnidadMedida,BienMarcaCod,BienMarca,BienCantidad,BienPrecioUnitario,BienValorTotal
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1726,148,HOSPITAL EMERGENCIA ATE VITARTE,1,1,ALMACEN ESPECIALIZADO DE MEDICAMENTOS,4,NEA - DONACION,1,0,0,B. BRAUN MEDICAL PERU SA,,2020-04-29,4,ABRIL,C,INF Ndeg 013,INF Ndeg 013,CON CONFORMIDAD,2020-04-29,INF Ndeg 013,2020-05-01,.,B,58,PRODUCTOS FARMACEUTICOS,2,"MEDICAMENTOS ANALGESICOS, ANTIPIRETICOS, ANTIINFLAMATORIOS Y ANTIGOTOSOS",46,PARACETAMOL.,72,PARACETAMOL 10 mg/mL INY 100 mL,112,UNIDAD,328,SIN MARCA,250.0,1.7,425.0
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1726,148,HOSPITAL EMERGENCIA ATE VITARTE,1,1,ALMACEN ESPECIALIZADO DE MEDICAMENTOS,4,NEA - DONACION,1,0,0,B. BRAUN MEDICAL PERU SA,,2020-04-29,4,ABRIL,C,INF Ndeg 013,INF Ndeg 013,CON CONFORMIDAD,2020-04-29,INF Ndeg 013,2020-05-01,.,B,58,PRODUCTOS FARMACEUTICOS,47,AGENTES QUE AFECTAN EL AGUA Y LOS ELECTROLITOS:  SOLUCIONES PARA DIALISIS EN GENERAL,5,SOLUCION PARA DIALISIS PERITONEAL.,14,SOLUCIONES ISOTONICAS  INY,112,UNIDAD,328,SIN MARCA,250.0,14.41,3602.5
2020,LIMA,E,GOBIERNO NACIONAL,11,SALUD,11,M. DE SALUD,1726,148,HOSPITAL EMERGENCIA ATE VITARTE,1,1,ALMACEN ESPECIALIZADO DE MEDICAMENTOS,4,NEA - DONACION,1,0,0,B. BRAUN MEDICAL PERU SA,,2020-04-29,4,ABRIL,C,INF Ndeg 013,INF Ndeg 013,CON CONFORMIDAD,2020-04-29,INF Ndeg 013,2020-05-01,.,B,58,PRODUCTOS FARMACEUTICOS,51,"AGENTES QUE AFECTAN EL AGUA Y LOS ELECTROL.:  SOL. CORRECT DE TRAST.HIDRICOS, ELECTROL. Y AC. BAS.",13,SAL DE REHIDRATACION,4,FORMULACIONES DE SALES DE REHIDRATACION ORAL SOL 1 L,112,UNIDAD,328,SIN MARCA,250.0,4.44,1110.0
2020,TUMBES,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,461,GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,940,400,REGION TUMBES-SALUD,1,1,ALMACEN CENTRAL,4,NEA - DONACION,1,0,0,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA,DONACION DE SABANAS RD Ndeg 0299-2020/GOB.REG.TUMBES-DRST-DR   ACTA DE ENTREGA 019312020-000081,2020-05-07,5,MAYO,C,NEA 093/20,RD 299-20/DRST,CON CONFORMIDAD,2020-05-15,NEA 093-2020 DRST,2020-05-07,RECIBI CONFORME SABANAS SEGUN ACTA DE ENTREGA 019312020-000081 ADUANAS - DIRESA TUMBES - EMERGENCIAS Y DESASTRES,B,79,"EQUIPO DE CAMPANA, ROPA DE CAMA, COLCHONES, FUNDAS Y SIMILARES",81,ROPAS DE CAMA,7,OTRAS ROPAS DE CAMA,88,JUEGO DE CUBRECAMA Y SABANAS DE 2 PLAZAS,112,UNIDAD,7403,NEA 093/2020,108.0,53.15555,5740.8
2020,TUMBES,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,461,GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,940,400,REGION TUMBES-SALUD,1,1,ALMACEN CENTRAL,4,NEA - DONACION,2,0,0,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA,COMBUSTIBLE RD Ndeg 299-2020/GOB.REG.TUMBES-DRST  ACTA DE ENTREGA  019312020-000080 ADUANAS,2020-05-07,5,MAYO,C,NEA 094/20,RD 299-20/DRST,CON CONFORMIDAD,2020-05-15,NEA 094-2020 CONTROL VECTORIAL,2020-05-07,RECIBI COMBUSTIBLE SEGUN NEA Ndeg 094-2020 DONACION ADUANAS ACTA ENTREGA 019312020-000080  RD Ndeg 299-2020/GOB.REG.TUMBES-DRST-DR,B,17,"COMBUSTIBLES, CARBURANTES, LUBRICANTES Y AFINES",21,COMBUSTIBLES Y CARBURANTES,7,PETROLEOS,24,DIESEL B5,346,GALON,7404,NEA 094/2020,398.0,8.291,3299.82
2020,TUMBES,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,461,GOBIERNO REGIONAL DEL DEPARTAMENTO DE TUMBES,940,400,REGION TUMBES-SALUD,1,1,ALMACEN CENTRAL,4,NEA - DONACION,2,0,0,SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA,COMBUSTIBLE RD Ndeg 299-2020/GOB.REG.TUMBES-DRST  ACTA DE ENTREGA  019312020-000080 ADUANAS,2020-05-07,5,MAYO,C,NEA 094/20,RD 299-20/DRST,CON CONFORMIDAD,2020-05-15,NEA 094-2020 CONTROL VECTORIAL,2020-05-07,RECIBI COMBUSTIBLE SEGUN NEA Ndeg 094-2020 DONACION ADUANAS ACTA ENTREGA 019312020-000080  RD Ndeg 299-2020/GOB.REG.TUMBES-DRST-DR,B,17,"COMBUSTIBLES, CARBURANTES, LUBRICANTES Y AFINES",21,COMBUSTIBLES Y CARBURANTES,4,GASOLINAS,1,GASOLINA DE 84 OCTANOS,346,GALON,7404,NEA 094/2020,116.0,8.44,979.04
2020,AMAZONAS,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,440,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,725,400,REGION AMAZONAS-SALUD,1,10,INSTITUCIONAL ENCARGOS,4,NEA - DONACION,151,0,0,OPERACIONES GENERAL DE OPERACIONES DE SALUD,OFICINA GENERAL DE ADMINISTRACION PECOSA Ndeg 446-492 07-04-2020,2020-04-22,4,ABRIL,C,151,PCS Ndeg 446-49,CON CONFORMIDAD,2020-05-06,PECOSA446 Y 4925,2020-04-22,SALUD AMBIENTAL,B,50,ENVASES Y EMBALAJES,11,"BOLSAS, SACOS Y SIMILARES",8,BOLSAS DE POLIPROPILENO,135,BOLSA DE POLIPROPILENO PARA CADAVER 80 cm X 1.90 m CON ASAS,112,UNIDAD,328,SIN MARCA,10.0,40.0,400.0
2020,AMAZONAS,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,440,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,725,400,REGION AMAZONAS-SALUD,1,10,INSTITUCIONAL ENCARGOS,4,NEA - DONACION,152,0,0,MINISTERIO DE SALUD DIRESA AMAZONAS,OFOCINA GENERAL DE ADMINISTRACION PECOSA Ndeg 409 07-04-2020,2020-04-22,4,ABRIL,C,152,PCS   409-2020,CON CONFORMIDAD,2020-04-22,PECOSA  Ndeg 409-07-04-20,2020-04-24,ESTRATEGICA EPIDEMIOLOGIA,B,74,OFICINA,8,COMPUTO,500,COMPUTADORA PERSONAL PORTATIL,82,COMPUTADORA PERSONAL PORTATIL CONVERTIBLE EN TABLETA PAD,112,UNIDAD,1051,ADVANCE,34.0,246.456177,8379.51
2020,AMAZONAS,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,440,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,725,400,REGION AMAZONAS-SALUD,1,10,INSTITUCIONAL ENCARGOS,4,NEA - DONACION,152,0,0,MINISTERIO DE SALUD DIRESA AMAZONAS,OFOCINA GENERAL DE ADMINISTRACION PECOSA Ndeg 409 07-04-2020,2020-04-22,4,ABRIL,C,152,PCS   409-2020,CON CONFORMIDAD,2020-04-22,PECOSA  Ndeg 409-07-04-20,2020-04-24,ESTRATEGICA EPIDEMIOLOGIA,B,74,OFICINA,8,COMPUTO,7250,MODEM EXTERNO,1,MODEM EXTERNO,112,UNIDAD,2842,ZTE,34.0,133.0,4522.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,9,0,0,UNIVERSIDAD PERUANA CAYETANO HEREDIA,DONACION PARA EL C.S. LA PUNTA,2020-03-20,3,MARZO,C,9,GR-16871,CON CONFORMIDAD,2020-03-20,GR Ndeg 001 Ndeg 016871 U.P. CAYETANO HEREDIA,2020-03-20,CONFORME,B,95,TELECOMUNICACIONES,22,EQUIPO DE TELECOMUNICACIONES ,8514,TELEVISOR A COLORES,4,TELEVISOR A COLORES 31/32 in PANTALLA PLANA,112,UNIDAD,2244,AOC,1.0,710.12,710.12
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,10,0,0,MANTENIMIENTO GENERAL DE EQUIPO ROBOTIZADO,DONACION PARA SERVICIOS GENERALES,2020-04-06,4,ABRIL,C,10,GUIA-280,CON CONFORMIDAD,2020-04-06,GUIA DE REMISION 280,2020-04-06,CONFORME,B,35,PRODUCTOS QUIMICOS INCLUYE BIO-QUIMICOS Y GASES INDUSTR. Y REACTIVOS DE ANALISIS CLINICOS Y DIAG,5,AGUA (EXCEPTO LAS ENVASADAS PARA BEBER),3,OTRAS AGUAS TRATADAS,9,AGUA DESTILADA,346,GALON,1385,SIN  MARCA,5.0,1e-06,0.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,11,0,0,MINSA,DONACION PARA DIRECCION EJECUTIVA DE SALUD AMBIENTAL - DIRESA,2020-04-13,4,ABRIL,C,11,PCS 441 Y 487,CON CONFORMIDAD,2020-04-13,PCS 0441-2020 Y 487-2020,2020-04-13,CONFORME.,B,50,ENVASES Y EMBALAJES,11,"BOLSAS, SACOS Y SIMILARES",8,BOLSAS DE POLIPROPILENO,135,BOLSA DE POLIPROPILENO PARA CADAVER 80 cm X 1.90 m CON ASAS,112,UNIDAD,328,SIN MARCA,15.0,40.0,600.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,11,0,0,MINSA,DONACION PARA DIRECCION EJECUTIVA DE SALUD AMBIENTAL - DIRESA,2020-04-13,4,ABRIL,C,11,PCS 441 Y 487,CON CONFORMIDAD,2020-04-13,PCS 0441-2020 Y 487-2020,2020-04-13,CONFORME.,B,50,ENVASES Y EMBALAJES,11,"BOLSAS, SACOS Y SIMILARES",8,BOLSAS DE POLIPROPILENO,135,BOLSA DE POLIPROPILENO PARA CADAVER 80 cm X 1.90 m CON ASAS,112,UNIDAD,1672,SIN MARCA.,15.0,40.0,600.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,12,0,0,J & M COMPANY S.A.C.,PARA LA DIRECCION DE PROMOCION DE LA SALUD,2020-04-16,4,ABRIL,C,12,GR-00870,CON CONFORMIDAD,2020-04-16,GUIA DE REMISION Ndeg 0870 J&M COMPANY SAC,2020-04-16,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,6,"ACEITES, AZUCAR, CEREALES, GRANOS Y HARINAS",3,GRANOS Y CEREALES,474,ARROZ EXTRA,128,KILOGRAMO,1385,SIN  MARCA,250.0,2.86,715.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,12,0,0,J & M COMPANY S.A.C.,PARA LA DIRECCION DE PROMOCION DE LA SALUD,2020-04-16,4,ABRIL,C,12,GR-00870,CON CONFORMIDAD,2020-04-16,GUIA DE REMISION Ndeg 0870 J&M COMPANY SAC,2020-04-16,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,6,"ACEITES, AZUCAR, CEREALES, GRANOS Y HARINAS",5,AZUCAR,48,AZUCAR RUBIA DOMESTICA,128,KILOGRAMO,1385,SIN  MARCA,250.0,2.6,650.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,12,0,0,J & M COMPANY S.A.C.,PARA LA DIRECCION DE PROMOCION DE LA SALUD,2020-04-16,4,ABRIL,C,12,GR-00870,CON CONFORMIDAD,2020-04-16,GUIA DE REMISION Ndeg 0870 J&M COMPANY SAC,2020-04-16,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,6,"ACEITES, AZUCAR, CEREALES, GRANOS Y HARINAS",1,ACEITES COMESTIBLES Y SIMILARES,54,ACEITE VEGETAL COMESTIBLE,349,LITRO,2251,.,144.0,6.5,936.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,12,0,0,J & M COMPANY S.A.C.,PARA LA DIRECCION DE PROMOCION DE LA SALUD,2020-04-16,4,ABRIL,C,12,GR-00870,CON CONFORMIDAD,2020-04-16,GUIA DE REMISION Ndeg 0870 J&M COMPANY SAC,2020-04-16,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,6,"ACEITES, AZUCAR, CEREALES, GRANOS Y HARINAS",2,FIDEOS Y PASTAS,134,FIDEO SURTIDO PARA SOPA X 5 kg,112,UNIDAD,2251,.,10.0,30.0,300.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,12,0,0,J & M COMPANY S.A.C.,PARA LA DIRECCION DE PROMOCION DE LA SALUD,2020-04-16,4,ABRIL,C,12,GR-00870,CON CONFORMIDAD,2020-04-16,GUIA DE REMISION Ndeg 0870 J&M COMPANY SAC,2020-04-16,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,6,"ACEITES, AZUCAR, CEREALES, GRANOS Y HARINAS",3,GRANOS Y CEREALES,146,AVENA A GRANEL,128,KILOGRAMO,1385,SIN  MARCA,50.0,3.3,165.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,12,0,0,J & M COMPANY S.A.C.,PARA LA DIRECCION DE PROMOCION DE LA SALUD,2020-04-16,4,ABRIL,C,12,GR-00870,CON CONFORMIDAD,2020-04-16,GUIA DE REMISION Ndeg 0870 J&M COMPANY SAC,2020-04-16,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,22,"CONDIMENTOS, SAZONADORES Y ESENCIAS",1,"CONDIMENTOS, SAZONADORES Y SIMILARES",44,SAL DE COCINA A GRANEL,128,KILOGRAMO,1385,SIN  MARCA,50.0,1.5,75.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,12,0,0,J & M COMPANY S.A.C.,PARA LA DIRECCION DE PROMOCION DE LA SALUD,2020-04-16,4,ABRIL,C,12,GR-00870,CON CONFORMIDAD,2020-04-16,GUIA DE REMISION Ndeg 0870 J&M COMPANY SAC,2020-04-16,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,54,LECHE Y DERIVADOS,5,LECHE EVAPORADA,42,LECHE EVAPORADA DESCREMADA X 400 g APROX.,112,UNIDAD,891,GLORIA,120.0,3.0,360.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,12,0,0,J & M COMPANY S.A.C.,PARA LA DIRECCION DE PROMOCION DE LA SALUD,2020-04-16,4,ABRIL,C,12,GR-00870,CON CONFORMIDAD,2020-04-16,GUIA DE REMISION Ndeg 0870 J&M COMPANY SAC,2020-04-16,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,14,CARNES EN GENERAL ,6,CARNES EN CONSERVA,5,ATUN EN FILETE EN ACEITE VEGETAL X 170 g,112,UNIDAD,2251,.,240.0,5.0,1200.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,12,0,0,J & M COMPANY S.A.C.,PARA LA DIRECCION DE PROMOCION DE LA SALUD,2020-04-16,4,ABRIL,C,12,GR-00870,CON CONFORMIDAD,2020-04-16,GUIA DE REMISION Ndeg 0870 J&M COMPANY SAC,2020-04-16,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,6,"ACEITES, AZUCAR, CEREALES, GRANOS Y HARINAS",4,HARINAS Y ALMIDONES,7,HARINA PREPARADA X 1 kg,112,UNIDAD,2251,.,120.0,3.7,444.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,13,0,0,NEXUS LOGISTIC EIRL,DIRESA,2020-04-17,4,ABRIL,C,13,GR-1316Y1296,CON CONFORMIDAD,2020-04-17,GUIAS Ndeg 01296 Y 01316-2020 NEXUS LOGISTICS EIRL,2020-04-17,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,68,PAN Y PRODUCTOS AFINES,1,GALLETAS,415,GALLETA INTEGRAL CON MIEL X 30 g APROX.,112,UNIDAD,2251,.,10.0,1.0,10.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,13,0,0,NEXUS LOGISTIC EIRL,DIRESA,2020-04-17,4,ABRIL,C,13,GR-1316Y1296,CON CONFORMIDAD,2020-04-17,GUIAS Ndeg 01296 Y 01316-2020 NEXUS LOGISTICS EIRL,2020-04-17,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,6,"ACEITES, AZUCAR, CEREALES, GRANOS Y HARINAS",3,GRANOS Y CEREALES,90,MAIZ CANCHA,128,KILOGRAMO,2251,.,680.4,1.878497,1278.13
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,13,0,0,NEXUS LOGISTIC EIRL,DIRESA,2020-04-17,4,ABRIL,C,13,GR-1316Y1296,CON CONFORMIDAD,2020-04-17,GUIAS Ndeg 01296 Y 01316-2020 NEXUS LOGISTICS EIRL,2020-04-17,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,96,"VERDURAS, FRUTOS, TUBERCULOS, HONGOS Y SIMILARES",7,LEGUMBRES,143,GARBANZO CALIDAD 2 - SUPERIOR,128,KILOGRAMO,1385,SIN  MARCA,400.0,2.1757,870.28
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,13,0,0,NEXUS LOGISTIC EIRL,DIRESA,2020-04-17,4,ABRIL,C,13,GR-1316Y1296,CON CONFORMIDAD,2020-04-17,GUIAS Ndeg 01296 Y 01316-2020 NEXUS LOGISTICS EIRL,2020-04-17,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,96,"VERDURAS, FRUTOS, TUBERCULOS, HONGOS Y SIMILARES",7,LEGUMBRES,146,LENTEJA CALIDAD 2 - SUPERIOR,128,KILOGRAMO,1385,SIN  MARCA,453.6,2.623456,1190.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,13,0,0,NEXUS LOGISTIC EIRL,DIRESA,2020-04-17,4,ABRIL,C,13,GR-1316Y1296,CON CONFORMIDAD,2020-04-17,GUIAS Ndeg 01296 Y 01316-2020 NEXUS LOGISTICS EIRL,2020-04-17,CONFORME,B,9,ALIMENTOS Y BEBIDAS PARA PERSONAS,96,"VERDURAS, FRUTOS, TUBERCULOS, HONGOS Y SIMILARES",7,LEGUMBRES,130,FRIJOL CASTILLA CALIDAD 2 - SUPERIOR,128,KILOGRAMO,1385,SIN  MARCA,500.0,3.8,1900.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,14,0,0,CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD,PARA MANEJO DE COVID-19,2020-04-21,4,ABRIL,C,14,PCS-03466,CON CONFORMIDAD,2020-04-21,PECOSA Ndeg 03466-2020,2020-04-21,CONFORME,B,53,HOSPITALIZACION,22,EQUIPO DE HOSPITALIZACION ,8839,OXIMETRO DE PULSOS,4,OXIMETRO DE PULSOS PORTATIL,112,UNIDAD,2251,.,40.0,141.0,5640.0
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,15,0,0,PATHFINDER INTERNATIONAL,"PARA DIRESA, C.S.BARTON, LABORATORIO DE LA RED",2020-04-23,4,ABRIL,C,15,ACTA DONAC.,CON CONFORMIDAD,2020-04-23,MEMORANDO Ndeg 091-2020 GRC/DIRESA/OL/UCP,2020-04-23,CONFORME,B,60,INSTRUMENTO DE MEDICION,22,EQUIPO INSTRUMENTOS DE MEDICION ,9215,TERMOHIGROMETRO,7,TERMOHIGROMETRO DIGITAL,112,UNIDAD,2251,.,1.0,87.06,87.06
2020,PROVINCIA CONSTITUCIONAL DEL CALLAO,R,GOBIERNO REGIONAL,99,GOBIERNOS REGIONALES,464,GOBIERNO REGIONAL DE LA PROVINCIA CONSTITUCIONAL DEL CALLAO,1316,400,REGION CALLAO - DIRECCION DE SALUD  I  CALLAO,1,1,ALMACEN CENTRAL 01,4,NEA - DONACION,15,0,0,PATHFINDER INTERNATIONAL,"PARA DIRESA, C.S.BARTON, LABORATORIO DE LA RED",2020-04-23,4,ABRIL,C,15,ACTA DONAC.,CON CONFORMIDAD,2020-04-23,MEMORANDO Ndeg 091-2020 GRC/DIRESA/OL/UCP,2020-04-23,CONFORME,B,74,OFICINA,8,COMPUTO,6350,LECTORA DE CODIGO DE BARRAS,1,LECTORA DE CODIGO DE BARRAS,112,UNIDAD,2251,.,1.0,1853.63,1853.63
